City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal
Beijing,2008,Cycling,Cycling Road,individual time trial,"POOLEY, Emma",Women,GBR,United Kingdom,W,Silver
Beijing,2008,Cycling,Cycling Road,individual road race,"COOKE, Nicole",Women,GBR,United Kingdom,W,Gold
Beijing,2008,Cycling,Cycling Road,individual time trial,"CANCELLARA, Fabian",Men,SUI,Switzerland,M,Gold
Beijing,2008,Cycling,Cycling Road,individual time trial,"LEIPHEIMER, Levi",Men,USA,United States,M,Bronze
Beijing,2008,Cycling,Cycling Road,individual time trial,"THURIG, Karin",Women,SUI,Switzerland,W,Bronze
Beijing,2008,Cycling,Cycling Road,individual road race,"GUDERZO, Tatiana",Women,ITA,Italy,W,Bronze
Beijing,2008,Cycling,Cycling Road,individual road race,"JOHANSSON, Emma",Women,SWE,Sweden,W,Silver
Beijing,2008,Cycling,Cycling Road,individual time trial,"ARMSTRONG, Kristin",Women,USA,United States,W,Gold
Beijing,2008,Cycling,Cycling Road,individual road race,"CANCELLARA, Fabian",Men,SUI,Switzerland,M,Bronze
Beijing,2008,Cycling,Cycling Road,individual time trial,"LARSSON, Gustav",Men,SWE,Sweden,M,Silver
Beijing,2008,Cycling,Cycling Track,Team Sprint,"KENNY, Jason",Men,GBR,United Kingdom,M,Gold
Beijing,2008,Cycling,Cycling Track,Team Sprint,"LEVY, Maximilian",Men,GER,Germany,M,Bronze
Beijing,2008,Cycling,Cycling Track,individual pursuit,"KALITOVSKA, Lesya",Women,UKR,Ukraine,W,Bronze
Beijing,2008,Cycling,Cycling Track,Team Pursuit (4000m),"JOERGENSEN, Casper",Men,DEN,Denmark,M,Silver
Beijing,2008,Cycling,Cycling Track,sprint,"GUO, Shuang",Women,CHN,China,W,Bronze
Beijing,2008,Cycling,Cycling Track,Team Pursuit (4000m),"BEWLEY, Sam",Men,NZL,New Zealand,M,Bronze
Beijing,2008,Cycling,Cycling Track,Keirin,"EDGAR, Ross",Men,GBR,United Kingdom,M,Silver
Beijing,2008,Cycling,Cycling Track,Keirin,"HOY, Chris",Men,GBR,United Kingdom,M,Gold
Beijing,2008,Cycling,Cycling Track,Team Pursuit (4000m),"RYAN, Marc",Men,NZL,New Zealand,M,Bronze
Beijing,2008,Cycling,Cycling Track,Team Pursuit (4000m),"RASMUSSEN, Alex Nicki",Men,DEN,Denmark,M,Silver
Beijing,2008,Cycling,Cycling Track,Team Sprint,"SIREAU, Kevin",Men,FRA,France,M,Silver
Beijing,2008,Cycling,Cycling Track,Madison,"CURUCHET, Juan Esteban",Men,ARG,Argentina,M,Gold
Beijing,2008,Cycling,Cycling Track,Madison,"IGNATYEV, Mikhail",Men,RUS,Russia,M,Bronze
Beijing,2008,Cycling,Cycling Track,sprint,"MEARES, Anna",Women,AUS,Australia,W,Silver
Beijing,2008,Cycling,Cycling Track,Team Pursuit (4000m),"CLANCY, Ed",Men,GBR,United Kingdom,M,Gold
Beijing,2008,Cycling,Cycling Track,Sprint indivual,"BOURGAIN, Mickael",Men,FRA,France,M,Bronze
Beijing,2008,Cycling,Cycling Track,Team Pursuit (4000m),"THOMAS, Geraint",Men,GBR,United Kingdom,M,Gold
Beijing,2008,Cycling,Cycling Track,Team Sprint,"NIMKE, Stefan",Men,GER,Germany,M,Bronze
Beijing,2008,Cycling,Cycling Track,Team Pursuit (4000m),"SERGENT, Jesse",Men,NZL,New Zealand,M,Bronze
Beijing,2008,Cycling,Cycling Track,points race,"OLABERRIA, Leire",Women,ESP,Spain,W,Bronze
Beijing,2008,Cycling,Cycling Track,points race,"VOS, Marianne",Women,NED,Netherlands,W,Gold
Beijing,2008,Cycling,Cycling Track,sprint,"PENDLETON, Victoria",Women,GBR,United Kingdom,W,Gold
Beijing,2008,Cycling,Cycling Track,Team Sprint,"STAFF, Jamie",Men,GBR,United Kingdom,M,Gold
Beijing,2008,Cycling,Cycling Track,individual pursuit,"HOUVENAGHEL, Wendy",Women,GBR,United Kingdom,W,Silver
Beijing,2008,Cycling,Cycling Track,Madison,"LLANERAS, Joan",Men,ESP,Spain,M,Silver
Beijing,2008,Cycling,Cycling Track,Sprint indivual,"HOY, Chris",Men,GBR,United Kingdom,M,Gold
Beijing,2008,Cycling,Cycling Track,Madison,"TAULER, Antonio",Men,ESP,Spain,M,Silver
Beijing,2008,Cycling,Cycling Track,Team Pursuit (4000m),"MANNING, Paul",Men,GBR,United Kingdom,M,Gold
Beijing,2008,Cycling,Cycling Track,Team Sprint,"TOURNANT, Arnaud",Men,FRA,France,M,Silver
Beijing,2008,Cycling,Cycling Track,Individual Pursuit,"WIGGINS, Bradley",Men,GBR,United Kingdom,M,Gold
Beijing,2008,Cycling,Cycling Track,Points Race,"NEWTON, Chris",Men,GBR,United Kingdom,M,Bronze
Beijing,2008,Cycling,Cycling Track,Sprint indivual,"KENNY, Jason",Men,GBR,United Kingdom,M,Silver
Beijing,2008,Cycling,Cycling Track,individual pursuit,"ROMERO, Rebecca",Women,GBR,United Kingdom,W,Gold
Beijing,2008,Cycling,Cycling Track,Individual Pursuit,"ROULSTON, Hayden",Men,NZL,New Zealand,M,Silver
Beijing,2008,Cycling,Cycling Track,Points Race,"LLANERAS, Joan",Men,ESP,Spain,M,Gold
Beijing,2008,Cycling,Cycling Track,Team Pursuit (4000m),"MOERKOEV, Michael",Men,DEN,Denmark,M,Silver
Beijing,2008,Cycling,Cycling Track,points race,"GONZALEZ, Yoanka",Women,CUB,Cuba,W,Silver
Beijing,2008,Cycling,Cycling Track,Team Sprint,"BAUGE, Gregory",Men,FRA,France,M,Silver
Beijing,2008,Cycling,Cycling Track,Team Pursuit (4000m),"MADSEN, Jens-Erik",Men,DEN,Denmark,M,Silver
Beijing,2008,Cycling,Cycling Track,Team Pursuit (4000m),"WIGGINS, Bradley",Men,GBR,United Kingdom,M,Gold
Beijing,2008,Cycling,Cycling Track,Team Sprint,"ENDERS, Rene",Men,GER,Germany,M,Bronze
Beijing,2008,Cycling,Cycling Track,Madison,"MARKOV, Alexei",Men,RUS,Russia,M,Bronze
Beijing,2008,Cycling,Cycling Track,Keirin,"NAGAI, Kiyofumi",Men,JPN,Japan,M,Bronze
Beijing,2008,Cycling,Cycling Track,Individual Pursuit,"BURKE, Steven",Men,GBR,United Kingdom,M,Bronze
Beijing,2008,Cycling,Cycling Track,Team Sprint,"HOY, Chris",Men,GBR,United Kingdom,M,Gold
Beijing,2008,Cycling,Cycling Track,Madison,"PEREZ, Walter Fernando",Men,ARG,Argentina,M,Gold
Beijing,2008,Cycling,Cycling Track,Team Pursuit (4000m),"ROULSTON, Hayden",Men,NZL,New Zealand,M,Bronze
Beijing,2008,Cycling,Cycling Track,Points Race,"KLUGE, Roger",Men,GER,Germany,M,Silver
Beijing,2008,Cycling,Mountain Bike,cross-country,"ABSALON, Julien",Men,FRA,France,M,Gold
Beijing,2008,Cycling,Mountain Bike,cross-country,"PERAUD, Jean-Christophe",Men,FRA,France,M,Silver
Beijing,2008,Cycling,Mountain Bike,cross-country,"SPITZ, Sabine",Women,GER,Germany,W,Gold
Beijing,2008,Cycling,Mountain Bike,cross-country,"KALENTYEVA, Irina",Women,RUS,Russia,W,Bronze
Beijing,2008,Cycling,Mountain Bike,cross-country,"WLOSZCZOWSKA, Maja",Women,POL,Poland,W,Silver
Beijing,2008,Cycling,Mountain Bike,cross-country,"SCHURTER, Nino",Men,SUI,Switzerland,M,Bronze
Beijing,2008,Equestrian,Dressage,team,"KEMMER, Heike",Women,GER,Germany,X,Gold
Beijing,2008,Equestrian,Dressage,team,"WERTH, Isabell",Women,GER,Germany,X,Gold
Beijing,2008,Equestrian,Dressage,team,"VAN GRUNSVEN, Anky",Women,NED,Netherlands,X,Silver
Beijing,2008,Equestrian,Dressage,team,"VAN OLST, Anne",Women,DEN,Denmark,X,Bronze
Beijing,2008,Equestrian,Dressage,team,"HELGSTRAND, Andreas",Men,DEN,Denmark,X,Bronze
Beijing,2008,Equestrian,Dressage,individual,"KEMMER, Heike",Women,GER,Germany,X,Bronze
Beijing,2008,Equestrian,Dressage,team,"SCHELLEKENS-BARTELS, Imke",Women,NED,Netherlands,X,Silver
Beijing,2008,Equestrian,Dressage,team,"ZU-SAYN WITTGENSTEIN, Nathalie",Women,DEN,Denmark,X,Bronze
Beijing,2008,Equestrian,Dressage,individual,"WERTH, Isabell",Women,GER,Germany,X,Silver
Beijing,2008,Equestrian,Dressage,team,"CAPELLMANN, Nadine",Women,GER,Germany,X,Gold
Beijing,2008,Equestrian,Dressage,individual,"VAN GRUNSVEN, Anky",Women,NED,Netherlands,X,Gold
Beijing,2008,Equestrian,Dressage,team,"MINDERHOUD, Hans Peter",Men,NED,Netherlands,X,Silver
Beijing,2008,Equestrian,Eventing,team,"JONES, Megan",Women,AUS,Australia,X,Silver
Beijing,2008,Equestrian,Eventing,individual,"COOK, Kristina",Women,GBR,United Kingdom,X,Bronze
Beijing,2008,Equestrian,Eventing,team,"FREDERICKS, Lucinda",Women,AUS,Australia,X,Silver
Beijing,2008,Equestrian,Eventing,team,"OSTHOLT, Frank",Men,GER,Germany,X,Gold
Beijing,2008,Equestrian,Eventing,team,"FREDERICKS, Clayton",Men,AUS,Australia,X,Silver
Beijing,2008,Equestrian,Eventing,team,"JOHNSON, Sonja",Women,AUS,Australia,X,Silver
Beijing,2008,Equestrian,Eventing,team,"THOMSEN, Peter",Men,GER,Germany,X,Gold
Beijing,2008,Equestrian,Eventing,team,"DIBOWSKI, Andreas",Men,GER,Germany,X,Gold
Beijing,2008,Equestrian,Eventing,individual,"MILES, Gina",Women,USA,United States,X,Silver
Beijing,2008,Equestrian,Eventing,individual,"ROMEIKE, Hinrich",Men,GER,Germany,X,Gold
Beijing,2008,Equestrian,Eventing,team,"HUNT, Sharon",Women,GBR,United Kingdom,X,Bronze
Beijing,2008,Equestrian,Eventing,team,"KING, Mary",Women,GBR,United Kingdom,X,Bronze
Beijing,2008,Equestrian,Eventing,team,"ROMEIKE, Hinrich",Men,GER,Germany,X,Gold
Beijing,2008,Equestrian,Eventing,team,"FOX-PITT, William",Men,GBR,United Kingdom,X,Bronze
Beijing,2008,Equestrian,Eventing,team,"COOK, Kristina",Women,GBR,United Kingdom,X,Bronze
Beijing,2008,Equestrian,Eventing,team,"KLIMKE, Ingrid",Women,GER,Germany,X,Gold
Beijing,2008,Equestrian,Eventing,team,"DICK, Daisy",Women,GBR,United Kingdom,X,Bronze
Beijing,2008,Equestrian,Eventing,team,"ROSE, Shane",Men,AUS,Australia,X,Silver
Beijing,2008,Equestrian,Jumping,team,"SIMPSON, Will",Men,USA,United States,X,Gold
Beijing,2008,Equestrian,Jumping,team,"LAMAZE, Eric",Men,CAN,Canada,X,Silver
Beijing,2008,Equestrian,Jumping,individual,"MADDEN, Beezie",Women,USA,United States,X,Bronze
Beijing,2008,Equestrian,Jumping,team,"CONE, Mac",Men,CAN,Canada,X,Silver
Beijing,2008,Equestrian,Jumping,team,"GUERDAT, Steve",Men,SUI,Switzerland,X,Bronze
Beijing,2008,Equestrian,Jumping,team,"WARD, Mclain",Men,USA,United States,X,Gold
Beijing,2008,Equestrian,Jumping,team,"HENSELWOOD, Jill",Women,CAN,Canada,X,Silver
Beijing,2008,Equestrian,Jumping,team,"MADDEN, Beezie",Women,USA,United States,X,Gold
Beijing,2008,Equestrian,Jumping,team,"MILLAR, Ian",Men,CAN,Canada,X,Silver
Beijing,2008,Equestrian,Jumping,team,"SCHURTENBERGER, Niklaus",Men,SUI,Switzerland,X,Bronze
Beijing,2008,Equestrian,Jumping,team,"KRAUT, Laura",Women,USA,United States,X,Gold
Beijing,2008,Equestrian,Jumping,individual,"LAMAZE, Eric",Men,CAN,Canada,X,Gold
Beijing,2008,Equestrian,Jumping,team,"LIEBHERR, Christina",Women,SUI,Switzerland,X,Bronze
Beijing,2008,Equestrian,Jumping,individual,"BENGTSSON, Rolf-Goran",Men,SWE,Sweden,X,Silver
Beijing,2008,Equestrian,Jumping,team,"SCHWIZER, Pius",Men,SUI,Switzerland,X,Bronze
Beijing,2008,Fencing,Fencing,sabre individual,"WARD, Becca",Women,USA,United States,W,Bronze
Beijing,2008,Fencing,Fencing,sabre team,"OCCHIUZZI, Diego",Men,ITA,Italy,M,Bronze
Beijing,2008,Fencing,Fencing,épée team,"MOTYKA, Tomasz",Men,POL,Poland,M,Silver
Beijing,2008,Fencing,Fencing,épée team,"JEANNET, Jerome",Men,FRA,France,M,Gold
Beijing,2008,Fencing,Fencing,foil individual,"KLEIBRINK, Benjamin",Men,GER,Germany,M,Gold
Beijing,2008,Fencing,Fencing,épée individual,"HEIDEMANN, Britta",Women,GER,Germany,W,Gold
Beijing,2008,Fencing,Fencing,foil team,"SALVATORI, Ilaria",Women,ITA,Italy,W,Bronze
Beijing,2008,Fencing,Fencing,sabre team,"KHARLAN, Olga",Women,UKR,Ukraine,W,Gold
Beijing,2008,Fencing,Fencing,sabre team,"LOPEZ, Nicolas",Men,FRA,France,M,Gold
Beijing,2008,Fencing,Fencing,épée team,"CONFALONIERI, Diego",Men,ITA,Italy,M,Bronze
Beijing,2008,Fencing,Fencing,sabre team,"WILLIAMS, James",Men,USA,United States,M,Silver
Beijing,2008,Fencing,Fencing,épée individual,"BRANZA, Ana Maria",Women,ROU,Romania,W,Silver
Beijing,2008,Fencing,Fencing,sabre individual,"COVALIU, Mihai",Men,ROU,Romania,M,Bronze
Beijing,2008,Fencing,Fencing,sabre team,"TAN, Xue",Women,CHN,China,W,Silver
Beijing,2008,Fencing,Fencing,foil individual,"SANZO, Salvatore",Men,ITA,Italy,M,Bronze
Beijing,2008,Fencing,Fencing,épée team,"ZAWROTNIAK, Radoslaw",Men,POL,Poland,M,Silver
Beijing,2008,Fencing,Fencing,sabre team,"ZHOVNIR, Olha",Women,UKR,Ukraine,W,Gold
Beijing,2008,Fencing,Fencing,épée individual,"MINCZA-NEBALD, Ildiko",Women,HUN,Hungary,W,Bronze
Beijing,2008,Fencing,Fencing,sabre team,"ZAGUNIS, Mariel",Women,USA,United States,W,Bronze
Beijing,2008,Fencing,Fencing,foil team,"VEZZALI, Valentina",Women,ITA,Italy,W,Bronze
Beijing,2008,Fencing,Fencing,foil team,"TRILLINI, Giovanna",Women,ITA,Italy,W,Bronze
Beijing,2008,Fencing,Fencing,foil individual,"VEZZALI, Valentina",Women,ITA,Italy,W,Gold
Beijing,2008,Fencing,Fencing,foil team,"GRANBASSI, Margherita",Women,ITA,Italy,W,Bronze
Beijing,2008,Fencing,Fencing,sabre individual,"LOPEZ, Nicolas",Men,FRA,France,M,Silver
Beijing,2008,Fencing,Fencing,sabre team,"SANSON, Boris",Men,FRA,France,M,Gold
Beijing,2008,Fencing,Fencing,sabre team,"TARANTINO, Luigi",Men,ITA,Italy,M,Bronze
Beijing,2008,Fencing,Fencing,foil team,"NIKICHINA, Victoria",Women,RUS,Russia,W,Gold
Beijing,2008,Fencing,Fencing,foil team,"BOYKO, Svetlana",Women,RUS,Russia,W,Gold
Beijing,2008,Fencing,Fencing,foil individual,"NAM, Hyunhee",Women,KOR,"Korea, South",W,Silver
Beijing,2008,Fencing,Fencing,foil team,"THOMPSON, Hanna",Women,USA,United States,W,Silver
Beijing,2008,Fencing,Fencing,épée individual,"TAGLIARIOL, Matteo",Men,ITA,Italy,M,Gold
Beijing,2008,Fencing,Fencing,épée team,"TAGLIARIOL, Matteo",Men,ITA,Italy,M,Bronze
Beijing,2008,Fencing,Fencing,sabre team,"ROGERS, Jason",Men,USA,United States,M,Silver
Beijing,2008,Fencing,Fencing,sabre team,"WARD, Becca",Women,USA,United States,W,Bronze
Beijing,2008,Fencing,Fencing,épée team,"ANDRZEJUK, Robert",Men,POL,Poland,M,Silver
Beijing,2008,Fencing,Fencing,foil individual,"GRANBASSI, Margherita",Women,ITA,Italy,W,Bronze
Beijing,2008,Fencing,Fencing,sabre team,"PUNDYK, Halyna",Women,UKR,Ukraine,W,Gold
Beijing,2008,Fencing,Fencing,foil team,"SMART, Erinn",Women,USA,United States,W,Silver
Beijing,2008,Fencing,Fencing,foil team,"LAMONOVA, Evgenia",Women,RUS,Russia,W,Gold
Beijing,2008,Fencing,Fencing,épée team,"WIERCIOCH, Adam",Men,POL,Poland,M,Silver
Beijing,2008,Fencing,Fencing,sabre team,"MOREHOUSE, Tim",Men,USA,United States,M,Silver
Beijing,2008,Fencing,Fencing,épée team,"ROBEIRI, Ulrich",Men,FRA,France,M,Gold
Beijing,2008,Fencing,Fencing,sabre individual,"ZAGUNIS, Mariel",Women,USA,United States,W,Gold
Beijing,2008,Fencing,Fencing,sabre team,"KHOMROVA, Olena",Women,UKR,Ukraine,W,Gold
Beijing,2008,Fencing,Fencing,sabre team,"SMART, Keeth",Men,USA,United States,M,Silver
Beijing,2008,Fencing,Fencing,sabre team,"NI, Hong",Women,CHN,China,W,Silver
Beijing,2008,Fencing,Fencing,sabre team,"JACOBSON, Sada",Women,USA,United States,W,Bronze
Beijing,2008,Fencing,Fencing,sabre individual,"ZHONG, Man",Men,CHN,China,M,Gold
Beijing,2008,Fencing,Fencing,sabre team,"BAO, Yingying",Women,CHN,China,W,Silver
Beijing,2008,Fencing,Fencing,foil individual,"OTA, Yuki",Men,JPN,Japan,M,Silver
Beijing,2008,Fencing,Fencing,épée individual,"JEANNET, Fabrice",Men,FRA,France,M,Silver
Beijing,2008,Fencing,Fencing,épée team,"ROTA, Alfredo",Men,ITA,Italy,M,Bronze
Beijing,2008,Fencing,Fencing,sabre team,"MONTANO, Aldo",Men,ITA,Italy,M,Bronze
Beijing,2008,Fencing,Fencing,sabre team,"HUANG, Haiyang",Women,CHN,China,W,Silver
Beijing,2008,Fencing,Fencing,épée team,"CAROZZO, Stefano",Men,ITA,Italy,M,Bronze
Beijing,2008,Fencing,Fencing,sabre team,"PASTORE, Giampiero",Men,ITA,Italy,M,Bronze
Beijing,2008,Fencing,Fencing,épée team,"JEANNET, Fabrice",Men,FRA,France,M,Gold
Beijing,2008,Fencing,Fencing,sabre individual,"JACOBSON, Sada",Women,USA,United States,W,Silver
Beijing,2008,Fencing,Fencing,sabre team,"PILLET, Julien",Men,FRA,France,M,Gold
Beijing,2008,Fencing,Fencing,foil team,"CHANAEVA, Aida",Women,RUS,Russia,W,Gold
Beijing,2008,Fencing,Fencing,foil team,"CROSS, Emily",Women,USA,United States,W,Silver
Beijing,2008,Fencing,Fencing,épée individual,"ABAJO, Jose Luis",Men,ESP,Spain,M,Bronze
Beijing,2008,Football,Football,football,"ROMERO, Sergio",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,"OKOYINO DA MBABI, Celia",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,HERNANES,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,"COX, Stephanie",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,"RODRIGUEZ, Amy",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,"JAMES, Monday",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,CRISTIANE,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,"LAVEZZI, Ezequiel",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,"KAI, Natasha",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,"RIQUELME, Juan",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,DIEGO ALVES,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,"LINGOR, Renate",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,RENATA COSTA,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,"KAITA, Sani",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,DIEGO,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,"SOSA, Jose",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,"RAMPONE, Christie",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,JO,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,TANIA,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,MARCELO,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,"BARTUSIAK, Saskia",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,"DI MARIA, Angel",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,"HINGST, Ariane",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,"OGBUKE OBASI, Chinedu",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,ILSINHO,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,"AMBROSE, Efe",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,"SMISEK, Sandra",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,"NAVARRO, Nicolas",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,"BUEHLER, Rachel",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,"ADEFEMI, Olubayo",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,RENAN,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,"GAGO, Fernando",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,"EKPO, Emmanuel",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,"MASCHERANO, Javier",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,ESTER,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,"MONZON, Luciano",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,"KRAHN, Annike",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,"MITTS, Heather",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,"ACOSTA, Lautaro",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,"APAM, Onyekachi",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,"CHENEY, Lauren",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,ALEX SILVA,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,RAFINHA,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,"MITTAG, Anja",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,SIMONE,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,"BEHRINGER, Melanie",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,"WAGNER, Aly",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,BRENO,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,"PRINZ, Birgit",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,"HUCLES, Angela",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,"STEGEMANN, Kerstin",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,FORMIGA,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,"POHLERS, Conny",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,PRETINHA,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,"ANICHEBE, Victor",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,ANDREIA,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,"MESSI, Lionel",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,THIAGO SILVA,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,"OLUFEMI, Oladapo",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,ERIKA,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,BARBARA,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,MAYCON,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,ANDREIA ROSA,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,MAURINE,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,"EZENWA, Ikechukwu",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,"ODEMWINGIE, Peter",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,"PAREJA, Nicolas",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,"AJILORE, Ebenezer",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,"BOXX, Shannon",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,"O REILLY, Heather",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,"ZABALETA, Pablo",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,"HOLL, Ursula",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,"MARKGRAF, Kate",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,"PETER, Babett",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,FABIANA,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,"BARNHART, Nicole",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,"VANZEKIN, Ambruse",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,"ADELEYE, Dele",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,"HEATH, Tobin",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,"LAUDEHR, Simone",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,"ANGERER, Nadine",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,"SOLO, Hope",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,"ISAAC, Promise",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,"GAREFREKES, Kerstin",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,MARTA,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,DANIELA,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,"OKORONKWO, Solomon",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,RONALDINHO,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,"GARAY, Ezequiel",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,ANDERSON,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,LUCAS,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,"BANEGA, Ever",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,"BRESONIK, Linda",Women,GER,Germany,W,Bronze
Beijing,2008,Football,Football,football,THIAGO NEVES,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,"BUONANOTTE , Diego",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,RAMIRES,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,ALEXANDRE PATO,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,"TARPLEY, Lindsay",Women,USA,United States,W,Gold
Beijing,2008,Football,Football,football,"AGUERO, Sergio",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,"OKONKWO, Chibuzor",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,RAFAEL SOBIS,Men,BRA,Brazil,M,Bronze
Beijing,2008,Football,Football,football,FRANCIELLE,Women,BRA,Brazil,W,Silver
Beijing,2008,Football,Football,football,"OBINNA, Victor",Men,NGR,Nigeria,M,Silver
Beijing,2008,Football,Football,football,"FAZIO, Federico",Men,ARG,Argentina,M,Gold
Beijing,2008,Football,Football,football,ROSANA,Women,BRA,Brazil,W,Silver
